id,load
1,2456.0425
1,2570.665
1,2389.27
1,2330.2925
1,2244.045
1,2139.9975
1,2044.2925
1,2005.3425
1,2048.7425
1,1931.3375
1,1854.55
1,1858.4475
1,1747.1625
1,1805.0275
1,1799.4675
1,1862.8975
1,1883.485
1,1851.21
1,1925.215
1,1871.245
1,1896.84
1,2015.9125
1,1970.8425
1,1945.2475
1,1953.595
1,2078.23
1,2091.5875
1,2073.2225
1,1981.9725
1,1958.6025
1,1980.3025
1,2022.035
1,2333.63
1,2394.28
1,2325.285
1,2318.605
1,1959.1575
1,2297.4625
1,2237.3675
1,2141.1075
1,2045.405
1,1951.9225
1,1966.9475
1,1919.0975
1,1965.835
1,2017.025
1,2019.25
1,1973.625
1,1959.715
1,2059.31
1,2044.8475
1,2017.5825
1,2009.7925
1,2032.0525
1,2028.7125
1,2101.045
1,2719.23
1,2946.25
1,2924.55
1,2788.225
1,2116.625
1,2828.845
1,2860.005
1,2669.7075
1,2310.2625
1,2373.695
1,2160.585
1,1991.43
1,1975.2975
1,2012.015
1,1963.615
1,1964.725
1,1951.925
1,2007.01
1,2005.895
1,2078.7875
1,2109.39
1,2196.195
1,2642.4425
1,3439.2375
1,5523.035
1,7231.2475
1,7352.5475
1,7314.155
1,3993.9875
1,4973.2925
1,6842.8675
1,7326.95
1,7424.8825
1,6689.295
1,5173.6025
1,4843.09
1,5517.4725
1,5577.565
1,5111.28
1,4400.7325
1,3412.53
1,3997.885
1,4062.43
1,4046.8475
1,4041.8425
1,4149.79
1,4376.2525
1,4530.3825
1,7660.25
1,8368.5725
1,8171.045
1,8459.8275
1,4996.6625
1,8005.7875
1,8173.8275
1,7967.395
1,8271.7575
1,7133.875
1,5395.615
1,5131.315
1,6324.28
1,6485.64
1,5923.6575
1,4435.23
1,3759.735
1,4125.8625
1,4202.6475
1,4246.0475
1,4178.1675
1,4313.375
1,4343.98
1,4573.225
1,7675.83
1,8852.105
1,8355.2175
1,8345.2025
1,5094.59
1,8028.0425
1,8762.5175
1,8221.6775
1,8130.4225
1,6986.42
1,5375.585
1,5047.2975
1,5678.2775
1,5303.25
1,4928.7775
1,4642.2225
1,3844.3125
1,4238.26
1,4280.5475
1,4301.69
1,4293.345
1,4228.245
1,4624.9725
1,4939.35
1,7899.51
1,9057.9775
1,8769.1975
1,8424.215
1,5128.535
1,7980.7475
1,8372.465
1,7918.4275
1,7794.905
1,6737.7025
1,5626.53
1,4886.49
1,5438.4575
1,5248.1625
1,4832.5175
1,4514.245
1,3766.97
1,4220.455
1,4292.7875
1,4356.7775
1,4256.065
1,4271.0875
1,4444.6875
1,4701.755
1,7985.7525
1,8758.0675
1,8273.425
1,8110.395
1,4860.8925
1,7824.95
1,8080.3475
1,7651.3475
1,7453.2575
1,6634.21
1,5332.74
1,4600.49
1,4916.535
1,4993.8825
1,4706.765
1,4343.4225
1,3699.645
1,3872.1375
1,3926.6625
1,3874.915
1,4043.5125
1,3702.4275
1,3986.755
1,3839.8625
1,5723.3425
1,6334.295
1,6150.1225
1,5859.1125
1,3493.7675
1,5593.7
1,5578.6775
1,5234.81
1,4587.6925
1,3549.9675
1,3443.1325
1,3477.0725
1,3812.04
1,3758.625
1,3664.59
1,3558.3125
1,3140.44
1,3321.2775
1,3295.6825
1,3271.755
1,3100.3775
1,2827.175
1,2774.8725
1,2819.385
1,3458.715
1,3760.8525
1,3729.69
1,3475.405
1,2784.33
1,3652.905
1,3704.6525
1,3360.2275
1,2986.3125
1,2970.7325
1,2780.435
1,2657.465
1,2689.74
1,2882.82
1,2855.5525
1,2787.1125
1,2773.205
1,2822.1675
1,2730.355
1,2743.7125
1,2811.0375
1,2887.825
1,3198.8625
1,3921.6575
1,6722.6775
1,7377.0325
1,7405.405
1,7856.11
1,4606.61
1,7424.325
1,7581.795
1,7023.1475
1,6699.31
1,5168.0375
1,4623.3
1,4509.235
1,4850.3225
1,4662.2525
1,4691.185
1,4494.77
1,3886.6
1,4152.57
1,3988.425
1,3857.6675
1,3711.885
1,3467.06
1,3631.205
1,4391.8325
1,7621.3
1,8749.165
1,8363.565
1,8043.0675
1,4722.9
1,7132.76
1,8157.6875
1,7743.71
1,7936.79
1,7043.1775
1,5740.595
1,5489.6525
1,6358.2225
1,6226.905
1,5791.2325
1,4879.255
1,3961.7175
1,4394.0575
1,4543.735
1,4576.0075
1,4651.68
1,4604.385
1,4743.49
1,5044.5125
1,8301.245
1,9175.9375
1,9056.3075
1,8901.0675
1,5615.4
1,8188.8475
1,8473.735
1,8272.3125
1,8312.93
1,7250.7225
1,5955.93
1,5661.585
1,6042.175
1,5626.5325
1,5158.0225
1,4776.32
1,3982.305
1,4386.8225
1,4472.5125
1,4543.1775
1,4747.9425
1,4588.805
1,4763.5175
1,5165.26
1,8408.0775
1,9072.445
1,8697.975
1,8807.0325
1,4741.2625
1,8021.9225
1,8296.795
1,7877.8075
1,8189.96
1,7278.545
1,6285.8925
1,5313.8225
1,5274.8725
1,5244.2675
1,5098.485
1,4837.525
1,3996.77
1,4229.3575
1,4254.9525
1,4346.7625
1,4386.825
1,4422.435
1,4632.765
1,4947.14
1,7747.0525
1,8548.8525
1,8258.955
1,8366.3475
1,4942.1325
1,7614.0675
1,7580.68
1,7211.775
1,7478.855
1,6680.39
1,5595.3675
1,4708.99
1,5435.1225
1,5047.2975
1,4685.6225
1,4415.7575
1,3562.7625
1,3746.3825
1,3790.8975
1,4125.305
1,4022.37
1,3912.1975
1,3525.485
1,3420.3175
1,5968.73
1,6642.555
1,6349.8775
1,6057.2
1,3683.5075
1,6127.865
1,6190.74
1,5570.8875
1,4965.505
1,3442.5775
1,3334.075
1,3426.9975
1,3948.365
1,3887.715
1,3696.305
1,3495.435
1,2933.45
1,3117.6275
1,3125.9725
1,3119.2975
1,2973.5125
1,2698.085
1,2639.105
1,2660.8025
1,3226.1275
1,3539.395
1,3518.2525
1,3394.7275
1,2788.7825
1,3645.67
1,3707.9875
1,3442.5775
1,3236.7025
1,3113.175
1,2767.6375
1,2662.475
1,2857.2225
1,2750.945
1,2708.105
1,2568.9975
1,2506.1225
1,2562.875
1,2592.365
1,2676.94
1,2639.66
1,2828.845
1,3131.5375
1,4001.7775
1,7375.92
1,8608.945
1,8421.435
1,8565.545
1,5376.6975
1,5953.1525
1,8090.3625
1,8056.9775
1,8340.7525
1,7809.9275
1,6969.7275
1,6205.205
1,6061.095
1,5884.71
1,5745.605
1,5291.01
1,4267.7475
1,4794.1225
1,4726.7975
1,4666.7025
1,4758.515
1,4519.8075
1,4700.645
1,5156.91
1,8301.2475
1,9284.4425
1,8866.57
1,9048.515
1,5795.125
1,8654.0175
1,8751.39
1,8434.23
1,8686.2875
1,8028.6
1,7117.7375
1,5780.6575
1,6165.7
1,6270.865
1,6122.8575
1,5505.7875
1,4292.7875
1,4646.115
1,4611.0625
1,4676.165
1,4883.71
1,4681.725
1,4838.0825
1,5328.845
1,8260.6275
1,9476.9625
1,9329.5125
1,9260.515
1,6221.8975
1,8965.6125
1,8946.1375
1,8755.845
1,9028.4875
1,7845.5375
1,6354.33
1,5589.805
1,6152.3475
1,6243.0425
1,5862.4525
1,5169.71
1,4231.5825
1,4676.16
1,4699.5325
1,4702.87
1,4850.32
1,4681.17
1,4919.32
1,5236.48
1,8390.83
1,9239.37
1,8954.4825
1,8757.51
1,5631.5375
1,8483.195
1,8605.05
1,8435.34
1,8625.0825
1,7655.7975
1,6402.1775
1,5487.4225
1,5934.23
1,6013.24
1,5470.73
1,5242.0425
1,4416.87
1,4748.4975
1,5035.055
1,4826.9525
1,4794.1225
1,4789.6725
1,4943.245
1,5325.5075
1,8362.45
1,8861.5625
1,9075.7825
1,9007.345
1,5650.455
1,8711.885
1,8563.32
1,7975.7375
1,8280.6575
1,7298.575
1,5912.53
1,5292.1175
1,6177.3875
1,5942.02
1,5505.785
1,5072.3375
1,4110.2825
1,4509.7925
1,4496.995
1,4494.2125
1,4550.4125
1,4254.9525
1,4333.9625
1,4189.85
1,6120.075
1,6745.4925
1,6665.925
1,6320.9425
1,4002.8925
1,6190.7375
1,6223.5675
1,5775.65
1,5003.3375
1,3741.93
1,3634.5425
1,3676.2725
1,4007.3475
1,3997.885
1,3878.81
1,3772.535
1,3383.0375
1,3497.1075
1,3453.705
1,3381.3725
1,3296.2375
1,3176.6075
1,3186.0675
1,3265.08
1,3899.955
1,4209.325
